ID x y initial_quality score
341 11 160 0.0 0
342 11 161 0.0 0
343 11 162 0.0 0
344 11 163 0.0 0
345 11 164 0.0 0
346 11 165 0.0 0
347 11 166 0.0 0
348 11 167 0.0 0
349 11 168 0.0 0
350 11 169 0.0 0
351 11 170 0.0 0
352 11 171 0.0 0
353 11 172 0.0 0
354 11 173 0.0 0
355 11 174 0.0 0
356 11 175 0.0 0
357 11 176 0.0 0
358 11 177 0.0 0
359 11 178 0.0 0
360 11 179 0.0 0
361 11 180 0.0 0
362 11 181 0.0 0
363 11 182 0.0 0
364 11 183 14.29494 0
365 11 184 0.0 0
366 11 185 0.0 0
367 11 186 27.93394 0
368 11 187 0.0 0
369 12 143 0.0 0
370 12 144 0.0 0
371 12 145 0.0 0
372 12 146 0.0 0
373 12 147 0.0 0
374 12 148 0.0 0
375 12 149 0.0 0
376 12 150 0.0 0
377 12 151 0.0 0
378 12 152 0.0 0
379 12 153 0.0 0
380 12 154 0.0 0
381 12 155 0.0 0
382 12 156 0.0 0
383 12 157 0.0 0
384 12 158 0.0 0
385 12 159 0.0 0
386 12 160 0.0 0
387 12 161 0.0 0
388 12 162 0.0 0
389 12 163 0.0 0
390 12 164 0.0 0
391 12 165 0.0 0
392 12 166 0.0 0
393 12 167 0.0 0
394 12 168 0.0 0
395 12 169 0.0 0
396 12 170 0.0 0
397 12 171 0.0 0
398 12 172 0.0 0
399 12 173 0.0 0
400 12 174 0.0 0
401 12 175 0.0 0
402 12 176 0.0 0
403 12 177 0.0 0
404 12 178 0.0 0
405 12 179 0.0 0
406 12 180 0.0 0
407 12 181 0.0 0
408 12 182 0.0 0
409 12 183 0.0 0
410 12 184 0.0 0
411 12 185 0.0 0
412 12 186 0.0 0
413 12 187 0.0 0
414 13 141 0.0 0
415 13 142 0.0 0
416 13 143 0.0 0
417 13 144 0.0 0
418 13 145 0.0 0
419 13 146 0.0 0
420 13 147 0.0 0
421 13 148 0.0 0
422 13 149 0.0 0
423 13 150 0.0 0
424 13 151 0.0 0
425 13 152 0.0 0
426 13 153 0.0 0
427 13 154 0.0 0
428 13 155 0.0 0
429 13 156 0.0 0
430 13 157 0.0 0
431 13 158 0.0 0
432 13 159 0.0 0
433 13 160 0.0 0
434 13 161 0.0 0
435 13 162 0.0 0
436 13 163 0.0 0
437 13 164 0.0 0
438 13 165 0.0 0
439 13 166 0.0 0
440 13 167 0.0 0
441 13 168 0.0 0
442 13 169 0.0 0
443 13 170 0.0 0
444 13 171 0.0 0
445 13 172 0.0 0
446 13 173 0.0 0
447 13 174 0.0 0
448 13 175 0.0 0
449 13 176 0.0 0
450 13 177 0.0 0
451 13 178 0.0 0
452 13 179 0.0 0
453 13 180 0.0 0
454 13 181 0.0 0
455 13 182 0.0 0
456 13 183 0.0 0
457 13 184 0.0 0
458 13 185 0.0 0
459 13 186 0.0 0
460 13 187 0.0 0
461 14 141 0.0 0
462 14 142 0.0 0
463 14 143 0.0 0
464 14 144 0.0 0
465 14 145 0.0 0
466 14 146 0.0 0
467 14 147 0.0 0
468 14 148 0.0 0
469 14 149 0.0 0
470 14 150 0.0 0
471 14 151 0.0 0
472 14 152 0.0 0
473 14 153 0.0 0
474 14 154 0.0 0
475 14 155 0.0 0
476 14 156 0.0 0
477 14 157 0.0 0
478 14 158 0.0 0
479 14 159 0.0 0
480 14 160 0.0 0
481 14 161 0.0 0
482 14 162 0.0 0
483 14 163 0.0 0
484 14 164 0.0 0
485 14 165 0.0 0
486 14 166 0.0 0
487 14 167 0.0 0
488 14 168 0.0 0
489 14 169 0.0 0
490 14 170 0.0 0
491 14 171 0.0 0
492 14 172 0.0 0
493 14 173 0.0 0
494 14 174 0.0 0
495 14 175 0.0 0
496 14 176 31.559834 0
497 14 177 0.0 0
498 14 178 0.0 0
499 14 179 0.0 0
500 14 180 0.0 0
501 14 181 0.0 0
502 14 182 0.0 0
503 14 183 0.0 0
504 14 184 0.0 0
505 14 185 14.678681 0
506 14 186 14.678681 0
507 14 187 0.0 0
508 15 141 0.0 0
509 15 142 0.0 0
510 15 143 0.0 0
511 15 144 0.0 0
512 15 145 0.0 0
513 15 146 0.0 0
514 15 147 0.0 0
515 15 148 0.0 0
516 15 149 0.0 0
517 15 150 0.0 0
518 15 151 0.0 0
519 15 152 0.0 0
520 15 153 0.0 0
521 15 154 0.0 0
522 15 155 0.0 0
523 15 156 0.0 0
524 15 157 0.0 0
525 15 158 0.0 0
526 15 159 0.0 0
527 15 160 0.0 0
528 15 161 0.0 0
529 15 162 0.0 0
530 15 163 0.0 0
531 15 164 0.0 0
532 15 165 0.0 0
533 15 166 0.0 0
534 15 167 0.0 0
535 15 168 0.0 0
536 15 169 0.0 0
537 15 170 0.0 0
538 15 171 0.0 0
539 15 172 0.0 0
540 15 173 0.0 0
541 15 174 0.0 0
542 15 175 0.0 0
543 15 176 22.984621 0
544 15 177 0.0 0
545 15 178 0.0 0
546 15 179 0.0 0
547 15 180 0.0 0
548 15 181 0.0 0
549 15 182 0.0 0
550 15 183 0.0 0
551 15 184 0.0 0
552 15 185 14.984764 0
553 15 186 14.984764 0
554 15 187 0.0 0
555 16 141 0.0 0
556 16 142 0.0 0
557 16 143 0.0 0
558 16 144 0.0 0
559 16 145 0.0 0
560 16 146 0.0 0
561 16 147 0.0 0
562 16 148 0.0 0
563 16 149 0.0 0
564 16 150 0.0 0
565 16 151 0.0 0
566 16 152 0.0 0
567 16 153 0.0 0
568 16 154 0.0 0
569 16 155 0.0 0
570 16 156 0.0 0
571 16 157 0.0 0
572 16 158 0.0 0
573 16 159 0.0 0
574 16 160 0.0 0
575 16 161 0.0 0
576 16 162 0.0 0
577 16 163 26.244309 0
578 16 164 0.0 0
579 16 165 0.0 0
580 16 166 0.0 0
581 16 167 0.0 0
582 16 168 0.0 0
583 16 169 0.0 0
584 16 170 0.0 0
585 16 171 0.0 0
586 16 172 0.0 0
587 16 173 0.0 0
588 16 174 0.0 0
589 16 175 0.0 0
590 16 176 31.309709 0
591 16 177 0.0 0
592 16 178 0.0 0
593 16 179 0.0 0
594 16 180 0.0 0
595 16 181 0.0 0
596 16 182 0.0 0
597 16 183 0.0 0
598 16 184 0.0 0
599 16 185 14.039675 0
600 16 186 14.039675 0
601 16 187 0.0 0
602 17 141 0.0 0
603 17 142 0.0 0
604 17 143 0.0 0
605 17 144 0.0 0
606 17 145 0.0 0
607 17 146 0.0 0
608 17 147 0.0 0
609 17 148 0.0 0
610 17 149 0.0 0
611 17 150 0.0 0
612 17 151 0.0 0
613 17 152 0.0 0
614 17 153 0.0 0
615 17 154 0.0 0
616 17 155 0.0 0
617 17 156 0.0 0
618 17 157 0.0 0
619 17 158 0.0 0
620 17 159 0.0 0
621 17 160 25.6727 0
622 17 161 0.0 0
623 17 162 0.0 0
624 17 163 30.724228 0
625 17 164 31.454031 0
626 17 165 0.0 0
627 17 166 0.0 0
628 17 167 0.0 0
629 17 168 0.0 0
630 17 169 0.0 0
631 17 170 0.0 0
632 17 171 0.0 0
633 17 172 0.0 0
634 17 173 0.0 0
635 17 174 0.0 0
636 17 175 0.0 0
637 17 176 0.0 0
638 17 177 0.0 0
639 17 178 0.0 0
640 17 179 0.0 0
641 17 180 0.0 0
642 17 181 0.0 0
643 17 182 0.0 0
644 17 183 0.0 0
645 17 184 0.0 0
646 17 185 14.095561 0
647 17 186 14.095561 0
648 17 187 0.0 0
649 18 141 0.0 0
650 18 142 0.0 0
651 18 143 0.0 0
652 18 144 0.0 0
653 18 145 0.0 0
654 18 146 0.0 0
655 18 147 0.0 0
656 18 148 0.0 0
657 18 149 0.0 0
658 18 150 0.0 0
659 18 151 0.0 0
660 18 152 0.0 0
661 18 153 0.0 0
662 18 154 0.0 0
663 18 155 0.0 0
664 18 156 0.0 0
665 18 157 0.0 0
666 18 158 0.0 0
667 18 159 0.0 0
668 18 160 0.0 0
669 18 161 26.749358 0
670 18 162 0.0 0
671 18 163 0.0 0
672 18 164 28.204839 0
673 18 165 0.0 0
674 18 166 0.0 0
675 18 167 0.0 0
676 18 168 22.513872 0
677 18 169 0.0 0
678 18 170 0.0 0
679 18 171 0.0 0
680 18 172 0.0 0
681 18 173 0.0 0
682 18 174 0.0 0
683 18 175 0.0 0
684 18 176 0.0 0
685 18 177 0.0 0
686 18 178 0.0 0
687 18 179 0.0 0
688 18 180 0.0 0
689 18 181 0.0 0
690 18 182 0.0 0
691 18 183 0.0 0
692 18 184 0.0 0
693 18 185 14.797321 0
694 18 186 14.797321 0
695 18 203 0.0 0
696 18 204 0.0 0
697 18 205 0.0 0
698 19 142 0.0 0
699 19 143 0.0 0
700 19 144 0.0 0
701 19 145 0.0 0
702 19 146 0.0 0
703 19 147 0.0 0
704 19 148 0.0 0
705 19 149 0.0 0
706 19 150 0.0 0
707 19 151 0.0 0
708 19 152 0.0 0
709 19 153 0.0 0
710 19 154 0.0 0
711 19 155 0.0 0
712 19 156 0.0 0
713 19 157 0.0 0
714 19 158 0.0 0
715 19 159 0.0 0
716 19 160 0.0 0
717 19 161 0.0 0
718 19 162 24.579396 0
719 19 163 0.0 0
720 19 164 0.0 0
721 19 165 26.814962 0
722 19 166 0.0 0
723 19 167 0.0 0
724 19 168 18.221042 0
725 19 169 0.0 0
726 19 170 0.0 0
727 19 171 0.0 0
728 19 172 0.0 0
729 19 173 0.0 0
730 19 174 0.0 0
731 19 175 0.0 0
732 19 176 0.0 0
733 19 177 0.0 0
734 19 178 0.0 0
735 19 179 0.0 0
736 19 180 0.0 0
737 19 181 0.0 0
738 19 182 0.0 0
739 19 183 0.0 0
740 19 184 0.0 0
741 19 185 15.326259 0
742 19 186 15.326259 0
743 19 201 0.0 0
744 19 202 0.0 0
745 19 203 0.0 0
746 19 204 0.0 0
747 19 205 0.0 0
748 19 206 0.0 0
749 19 207 0.0 0
750 19 208 0.0 0
751 20 142 0.0 0
752 20 143 0.0 0
753 20 144 0.0 0
754 20 145 0.0 0
755 20 146 0.0 0
756 20 147 0.0 0
757 20 148 7.468376 0
758 20 149 0.0 0
759 20 150 0.0 0
760 20 151 0.0 0
761 20 152 0.0 0
762 20 153 0.0 0
763 20 154 0.0 0
764 20 155 0.0 0
765 20 156 0.0 0
766 20 157 0.0 0
767 20 158 0.0 0
768 20 159 0.0 0
769 20 160 0.0 0
770 20 161 0.0 0
771 20 162 0.0 0
772 20 163 23.498005 0
773 20 164 0.0 0
774 20 165 0.0 0
775 20 166 17.751089 0
776 20 167 0.0 0
777 20 168 27.061538 0
778 20 169 0.0 0
779 20 170 0.0 0
780 20 171 0.0 0
781 20 172 0.0 0
782 20 173 0.0 0
783 20 174 0.0 0
784 20 175 0.0 0
785 20 176 0.0 0
786 20 177 0.0 0
787 20 178 0.0 0
788 20 179 0.0 0
789 20 180 0.0 0
790 20 181 0.0 0
791 20 182 0.0 0
792 20 183 0.0 0
793 20 184 0.0 0
794 20 185 15.101135 0
795 20 186 14.14076 0
796 20 200 0.0 0
797 20 201 0.0 0
798 20 202 0.0 0
799 20 203 0.0 0
800 20 204 0.0 0
801 20 205 0.0 0
802 20 206 0.0 0
803 20 207 0.0 0
804 20 208 0.0 0
805 20 209 0.0 0
806 21 142 0.0 0
807 21 143 22.451014 0
808 21 144 16.579353 0
809 21 145 0.0 0
810 21 146 0.0 0
811 21 147 0.0 0
812 21 148 8.088921 0
813 21 149 0.0 0
814 21 150 0.0 0
815 21 151 0.0 0
816 21 152 0.0 0
817 21 153 0.0 0
818 21 154 0.0 0
819 21 155 0.0 0
820 21 156 0.0 0
821 21 157 0.0 0
822 21 158 0.0 0
823 21 159 0.0 0
824 21 160 0.0 0
825 21 161 0.0 0
826 21 162 0.0 0
827 21 163 0.0 0
828 21 164 28.939686 0
829 21 165 0.0 0
830 21 166 0.0 0
831 21 167 0.0 0
832 21 168 30.074562 0
833 21 169 0.0 0
834 21 170 0.0 0
835 21 171 0.0 0
836 21 172 0.0 0
837 21 173 0.0 0
838 21 174 0.0 0
839 21 175 0.0 0
840 21 176 0.0 0
841 21 177 0.0 0
842 21 178 0.0 0
843 21 179 0.0 0
844 21 180 0.0 0
845 21 181 0.0 0
846 21 182 0.0 0
847 21 183 0.0 0
848 21 184 0.0 0
849 21 185 14.759268 0
850 21 186 13.903791 0
851 21 200 0.0 0
852 21 201 0.0 0
853 21 202 0.0 0
854 21 203 0.0 0
855 21 204 0.0 0
856 21 205 0.0 0
857 21 206 0.0 0
858 21 207 0.0 0
859 21 208 0.0 0
860 21 209 0.0 0
861 22 143 0.0 0
862 22 144 0.0 0
863 22 145 0.0 0
864 22 146 0.0 0
865 22 147 0.0 0
866 22 148 0.0 0
867 22 149 0.0 0
868 22 150 0.0 0
869 22 151 0.0 0
870 22 152 0.0 0
871 22 153 0.0 0
872 22 154 0.0 0
873 22 155 0.0 0
874 22 156 0.0 0
875 22 157 0.0 0
876 22 158 0.0 0
877 22 159 0.0 0
878 22 160 0.0 0
879 22 161 0.0 0
880 22 162 0.0 0
881 22 163 0.0 0
882 22 164 25.160157 0
883 22 165 26.045238 0
884 22 166 0.0 0
885 22 167 0.0 0
886 22 168 19.645677 0
887 22 169 0.0 0
888 22 170 0.0 0
889 22 171 0.0 0
890 22 172 0.0 0
891 22 173 0.0 0
892 22 174 0.0 0
893 22 175 0.0 0
894 22 176 0.0 0
895 22 177 0.0 0
896 22 178 0.0 0
897 22 179 0.0 0
898 22 180 0.0 0
899 22 181 0.0 0
900 22 182 0.0 0
901 22 183 0.0 0
902 22 184 0.0 0
903 22 185 14.505926 0
904 22 186 12.701753 0
905 22 199 0.0 0
906 22 200 0.0 0
907 22 201 0.0 0
908 22 202 0.0 0
909 22 203 0.0 0
910 22 204 0.0 0
911 22 205 0.0 0
912 22 206 0.0 0
913 22 207 0.0 0
914 22 208 0.0 0
915 22 209 0.0 0
916 23 145 0.0 0
917 23 146 17.194113 0
918 23 147 0.0 0
919 23 148 0.0 0
920 23 149 7.172426 0
921 23 150 0.0 0
922 23 151 0.0 0
923 23 152 0.0 0
924 23 153 0.0 0
925 23 154 0.0 0
926 23 155 0.0 0
927 23 156 0.0 0
928 23 157 0.0 0
929 23 158 0.0 0
930 23 159 0.0 0
931 23 160 0.0 0
932 23 161 0.0 0
933 23 162 0.0 0
934 23 163 0.0 0
935 23 164 0.0 0
936 23 165 25.983378 0
937 23 166 27.918791 0
938 23 167 0.0 0
939 23 168 25.538037 0
940 23 169 0.0 0
941 23 170 0.0 0
942 23 171 0.0 0
943 23 172 0.0 0
944 23 173 0.0 0
945 23 174 0.0 0
946 23 175 0.0 0
947 23 176 0.0 0
948 23 177 0.0 0
949 23 178 0.0 0
950 23 179 0.0 0
951 23 180 0.0 0
952 23 181 0.0 0
953 23 182 0.0 0
954 23 183 0.0 0
955 23 184 0.0 0
956 23 185 14.230392 0
957 23 186 0.0 0
958 23 199 0.0 0
959 23 200 0.0 0
960 23 201 0.0 0
961 23 202 6.832825 0
962 23 203 0.0 0
963 23 204 0.0 0
964 23 205 0.0 0
965 23 206 0.0 0
966 23 207 0.0 0
967 23 208 0.0 0
968 23 209 0.0 0
969 24 147 0.0 0
970 24 148 0.0 0
971 24 149 6.503127 0
972 24 150 0.0 0
973 24 151 0.0 0
974 24 152 0.0 0
975 24 153 0.0 0
976 24 154 0.0 0
977 24 155 0.0 0
978 24 156 0.0 0
979 24 157 0.0 0
980 24 158 0.0 0
981 24 159 0.0 0
982 24 160 0.0 0
983 24 161 0.0 0
984 24 162 0.0 0
985 24 163 0.0 0
986 24 164 0.0 0
987 24 165 0.0 0
988 24 166 30.379464 0
989 24 167 35.621316 0
990 24 168 0.0 0
991 24 169 0.0 0
992 24 170 17.545427 0
993 24 171 0.0 0
994 24 172 0.0 0
995 24 173 0.0 0
996 24 174 0.0 0
997 24 175 0.0 0
998 24 176 0.0 0
999 24 177 0.0 0
1000 24 178 0.0 0
1001 24 179 0.0 0
1002 24 180 0.0 0
1003 24 181 0.0 0
1004 24 182 0.0 0
1005 24 183 0.0 0
1006 24 184 0.0 0
1007 24 185 14.010378 0
1008 24 186 0.0 0
1009 24 199 0.0 0
1010 24 200 0.0 0
1011 24 201 0.0 0
1012 24 202 0.0 0
1013 24 203 7.150578 0
1014 24 204 0.0 0
1015 24 205 0.0 0
1016 24 206 0.0 0
1017 24 207 0.0 0
1018 24 208 0.0 0
1019 24 209 0.0 0
1020 24 210 0.0 0
1021 25 147 0.0 0
1022 25 148 0.0 0
1023 25 149 7.024857 0
1024 25 150 0.0 0
1025 25 151 0.0 0
1026 25 152 0.0 0
1027 25 153 0.0 0
1028 25 154 0.0 0
1029 25 155 0.0 0
1030 25 156 0.0 0
1031 25 157 0.0 0
1032 25 158 0.0 0
1033 25 159 0.0 0
1034 25 160 0.0 0
1035 25 161 0.0 0
1036 25 162 0.0 0
1037 25 163 0.0 0
1038 25 164 0.0 0
1039 25 165 0.0 0
1040 25 166 0.0 0
1041 25 167 34.426638 0
1042 25 168 0.0 0
1043 25 169 0.0 0
1044 25 170 24.559208 0
1045 25 171 0.0 0
1046 25 172 0.0 0
1047 25 173 0.0 0
1048 25 174 0.0 0
1049 25 175 0.0 0
1050 25 176 0.0 0
1051 25 177 0.0 0
1052 25 178 0.0 0
1053 25 179 0.0 0
1054 25 180 0.0 0
1055 25 181 0.0 0
1056 25 182 0.0 0
1057 25 183 0.0 0
1058 25 184 0.0 0
1059 25 185 14.566132 0
1060 25 186 0.0 0
1061 25 187 0.0 0
1062 25 198 0.0 0
1063 25 199 0.0 0
1064 25 200 0.0 0
1065 25 201 0.0 0
1066 25 202 0.0 0
1067 25 203 6.436971 0
1068 25 204 0.0 0
1069 25 205 0.0 0
1070 25 206 0.0 0
1071 25 207 0.0 0
1072 25 208 0.0 0
1073 25 209 0.0 0
1074 25 210 0.0 0
1075 26 148 0.0 0
1076 26 149 0.0 0
1077 26 150 0.0 0
1078 26 151 0.0 0
1079 26 152 0.0 0
1080 26 153 0.0 0
1081 26 154 0.0 0
1082 26 155 0.0 0
1083 26 156 0.0 0
1084 26 157 0.0 0
1085 26 158 0.0 0
1086 26 159 0.0 0
1087 26 160 0.0 0
1088 26 161 0.0 0
1089 26 162 0.0 0
1090 26 163 0.0 0
1091 26 164 0.0 0
1092 26 165 0.0 0
1093 26 166 0.0 0
1094 26 167 0.0 0
1095 26 168 0.0 0
1096 26 169 18.772425 0
1097 26 170 19.549446 0
1098 26 171 0.0 0
1099 26 172 0.0 0
1100 26 173 0.0 0
1101 26 174 0.0 0
1102 26 175 0.0 0
1103 26 176 0.0 0
1104 26 177 0.0 0
1105 26 178 0.0 0
1106 26 179 0.0 0
1107 26 180 0.0 0
1108 26 181 0.0 0
1109 26 182 0.0 0
1110 26 183 0.0 0
1111 26 184 0.0 0
1112 26 185 14.566132 0
1113 26 186 0.0 0
1114 26 187 0.0 0
1115 26 188 0.0 0
1116 26 198 0.0 0
1117 26 199 0.0 0
1118 26 200 0.0 0
1119 26 201 0.0 0
1120 26 202 0.0 0
1121 26 203 0.0 0
1122 26 204 4.812207 0
1123 26 205 0.0 0
1124 26 206 0.0 0
1125 26 207 0.0 0
1126 26 208 0.0 0
1127 26 209 0.0 0
1128 26 210 0.0 0
1129 27 148 0.0 0
1130 27 149 0.0 0
1131 27 150 8.240879 0
1132 27 151 0.0 0
1133 27 152 0.0 0
1134 27 153 0.0 0
1135 27 154 0.0 0
1136 27 155 0.0 0
1137 27 156 0.0 0
1138 27 157 0.0 0
1139 27 158 0.0 0
1140 27 159 0.0 0
1141 27 160 0.0 0
1142 27 161 0.0 0
1143 27 162 0.0 0
1144 27 163 0.0 0
1145 27 164 0.0 0
1146 27 165 0.0 0
